word,part of speech,definition,explanation,etymology (comma-separated)
Sentririan,Verb,Centrar,,
Sentuhabideon,Adjective,Con sentido,,
Sentuhabirian,Verb,Tener sentido,,
Seo,Pronoun,Ellos (objetos),,
Seol,Preposition,"Según, como",,
Seolbolideon,Adjective,"Opcional, optativo",,
Seolbolin,Adverb,Opcionalmente,,
Seollong,Preposition,A lo largo de,,
Seollongin,Adverb,"A lo largo de, longitudinalmente",,
Seollongonideon,Adjective,Longitudinal,,
Seolong,Preposition,A lo largo de,,
Seolrehtideon,Adjective,Legítimo,,
Seolubanchideon,Adjective,Cuantitativo,,
Seolufashideon,Adverb,A la moda,,
Seolumedin,Adverb,A medida,,
Seoos,Adjective,"Su, suyo (adj/adv)",,
Septemonateon,Noun,Septiembre,,
Serasneon,Noun,Serialización,,
Serbereon,Noun,Servidor de Discord,Informal,Serber
Serbiseon,Noun,"Servicio, utilidad",,
Serbisideon,Adjective,Servicial,,
Serbisirian,Verb,Servir (ser útil (para)),,
Serbiyeon,Noun,Serbia,,
Serbiyiopaon,Adjective,Serbio,,
Sereon,Noun,Serie,,
Serideon,Adjective,Serial,,
Sermeon,Noun,Formalidad,,
Sermideon,Adjective,Formal,,
Sermin,Adverb,Formalmente,,
Sermingeon,Noun,Formalización,,
Sermirian,Verb,Formalizar,,
Serogeon,Noun,Serialismo,,
Serogideon,Adjective,Serialista,,
Sesasneon,Noun,Interrupción,,
Sesasnirian,Noun,"Interrumpir, detener",,
Seseon,Noun,Cese,,
Sesirian,Verb,"Dejar, cesar, parar",,
Seteon,Noun,Red,,
Seti,Adjective,Siete,,
Setian,Adjective,Séptimo,,
Setimonateon,Noun,Julio,,
Seuneon,Noun,Seno,,
Seyemeon,Noun,Dicho,,
Seyirian,Verb,Decir,,
Shakeon,Noun,Sacudida,,
Shakideon,Adjective,Sacudido,,
Shakirian,Verb,Sacudir,,
Shaltirian,Verb,Encender,,
Shaltofeon,Noun,Interruptor,,
Shargemeon,Noun,Cagada,,
Shargen,Interjection,Mierda,,
Shargeon,Noun,Mierda,,
Shargingeon,Noun,Defecación,,
Shargirian,Verb,Cagar,,
Shasamemaon,Noun,"Brujo/bruja, hechicera/hechicero",,
Shasameon,Noun,Magia,,
Shasamideon,Adjective,Mágico,,
Shasamin,Adverb,"Mágicamente, por arte de magia",,
Shatapirian,Verb,Callar (persona a otra),,
Shildeon,Noun,Escudo (símbolo),,
Shirteon,Noun,Polera,,
Shokimpeon,Noun,Impacto,,
Shokimpideon,Adjective,Impactante,,
Shokimpiesideon,Adjective,Impactado,,
Shokimpirian,Verb,Impactar,,
Shuaheon,Noun,Vacuna,,
Shuahingeon,Noun,"Vacunación, Inoculación",,
Shuahirian,Verb,"Vacunar, inocular",,
Shuakaleon,Noun,"Contaminación, polución",,
Shuakalideon,Adjective,Contaminante,,
Shuakalirian,Verb,Contaminar,,
Shupaleon,Noun,"Pirulí, paleta de caramelo",,
Sianeon,Noun,Cian,,
Sianideon,Adjective,Cian,,
Sidatseon,Noun,Asiento,,
Sidirian,Verb,Sentarse,,
Sileon,Noun,Silla.,,
Silupeon,Noun,Sillería,,
Sinaon,Noun,Señor o señora,,
Singaporeon,Noun,Singapur,,
Singaporiopaon,Noun,Singapurense,,
Singemeon,Noun,"Ser, criatura",,
Sink,Adjective,Cinco,,
Sinkan,Adjective,Quinto,,
Sinkmonateon,Noun,Mayo,,
Sirian,Verb,"Estar, ser",,
Siriyeon,Noun,Siria,,
Siriyiopaon,Noun,Sirio,,
Sistemandeon,Noun,Administrador del sistema,,
Sistemasnirian,Verb,Sistematizar,,
Sistemeon,Noun,Sistema,,
Sistemideon,Adjective,Sistemático,,
Sistemkloseon,Noun,Apagado de sistema,,
Sistemklosirian,Verb,Apagar sistema,,
Sistemupseon,Noun,Error del sistema,,
Siyu,Pronoun,"Ustedes, vosotros",,
Slufemaon,Noun,Fumador,,
Slufirian,Verb,Fumar,,
So,Pronoun,Ellos,,
Sobeon,Noun,Pulcritud,,
Sobideon,Adjective,Pulcro,,
Sobin,Adverb,Pulcramente,,
Sofeon,Noun,Suavidad,,
Sofideon,Adjective,Suave,,
Sofingeon,Noun,Suavizado,,
Sofirian,Verb,Suavizar,,
Soldatatseon,Noun,Cuartel,,
Soldateon,Noun,Soldado,,
Soleon,Noun,Planta,,
Somneon,Noun,Sueño,,
Somnideon,Adjective,Onírico,,
Somnirian,Verb,Soñar,,
Somnuteon,Noun,Pesadilla,,
Sondasnirian,Verb,Tocar (hacer sonar),,
Sondekideon,Adjective,"Bajo, despacio",,
Sondeon,Noun,Sonido,,
Sondirian,Verb,Sonar,,
Sondufarbeon,Noun,Timbre,,
Sondufortateon,Noun,Volumen,,
Sondumideon,Adjective,"Intenso, fuerte",,
Soos,Adjective,"Su, Suyo (adj/adv)",,
Soparem,Adverb,"Por alguna razón, por algún motivo",,"Sopar,em"
Soparemin,Adverb,"Por alguna razón, por algún motivo",,"Sopar,em"
Sopareon,Noun,"Razón, motivo",,Sopar
Soparnem,Adverb,"Por ninguna razón, por ningún motivo",,"Sopar,nem"
Soparnemin,Adverb,"Por ninguna razón, por ningún motivo",,"Sopar,nem"
Sopunateon,Noun,Causalidad,,
Sopunemeon,Noun,Causante,,
Sopuneon,Noun,Causa,,
Sopunirian,Verb,"Causar, ocasionar",,
Soreon,Noun,Sol,,
Sorfulideon,Adjective,Soleado,,
Sorgageon,Noun,Esmero,,
Sorgemaon,Noun,Cuidador,,
Sorgeon,Noun,Cuidado,,
Sorgideon,Adjective,Cuidadoso,,
Sorgin,Adverb,Cuidadosamente,,
Sorgirian,Verb,Cuidar,,
Sorgiulideon,Adjective,Cuidadoso,,
Sorideon,Adjective,Solar,,
Sorlumeon,Noun,Luz solar,,
Sorohflaskeon,Noun,"Biberón, mamadera",,
Sorohingeon,Noun,Succión,,
Sorohirian,Verb,"Succionar, chupar",,
Sorsistemeon,Noun,Sistema solar,,
Sorstiseon,Noun,Solsticio,,
Soseon,Noun,Sociedad,,
Sosideon,Adjective,Social,,
Sosogeon,Noun,Socialismo,,
Sosogideon,Adjective,Socialista,,
Subitideon,Adjective,"Súbito, repentino",,
Subitin,Adverb,"Súbitamente, repentinamente, de repente",,
Suedeon,Noun,Suecia,,
Suediomeon,Noun,Sueco,,
Suediopaon,Adjective,Sueco,,
Suikereon,Noun,Sugar,,Suiker
Suikerideon,Adjective,Azucarero,,Suiker
Suikerontalkeon,Noun,Azucarero,,Suiker
Suikerontalkeon,Noun,"Sugar bowl, sugar pourer",,Suiker
Suikersakatseon,Noun,Azucarera,,"Suiker,sak"
Suikersakatseon,Noun,"Sugar Factory, Beet Factory",,"Suiker,sak"
Suiseon,Noun,Suiza,,
Suisiopaon,Noun,Suizo,,
Suitakbeon,Noun,Agua Dulce,,
Suitasnirian,Verb,Endulzar,,
Suitasnofeon,Noun,Endulzante,,
Suiteon,Noun,Dulzura,,
Suitideon,Adjective,Dulce,,
Suitin,Adverb,Dulcemente,,
Suitisglenideon,Verb,Agridulce,,
Sukingeon,Noun,Succión,,
Sukirian,Verb,Chupar,,
Sukofeon,Noun,Chupete,,
Sukur,Adverb,De vuelta,,
Sukurinputeon,Noun,Reinserción,,
Sukurinputirian,Verb,Reinsertar,,
Sukurnekgesuntatsgonirian,Verb,Rehospitalizar,,
Supranaeneon,Noun,Rentabilidad,,
Supraneon,Noun,Ganancia,,
Supranirian,Verb,Ganar (adquirir),,
Suprasneon,Noun,"Aumento, incremento",,
Suprasnirian,Verb,"Aumentar, incrementar",,
Supratemeon,Noun,"Aditivo, complemento",,
Supraten,Conjunction,"Además, aparte de",,
Supratideon,Adjective,Adicional,,
Suprattssentakseon (STT),Noun,Impuesto al valor agregado (IVA),,
Supren,Preposition,Más,,
Suprideon,Adjective,Adicional,,
Suprunten,Preposition,Lo más,,
Surafrikeon,Noun,Sudáfrica,,
Surafrikideon,Adjective,Sudafricano,,
Surafrikiopaon,Noun,Sudafricano,,
Suramerikeon,Noun,Sudamérica,,
Suramerikideon,Adjective,Sudamericano,,
Suramerikiopaon,Noun,Sudamericano,,
Surbesteon,Noun,Suroeste,,
Sureon,Noun,Sur,,
Suresteon,Noun,Sureste,,
Surfemaon,Noun,"Surfista, surfer",,
Surfeon,Noun,Surf,,
Surfirian,Verb,Surfear,,
Surideon,Adjective,Meridional,,
Surinameon,Noun,Surinam,,
Surinamiopaon,Noun,Surinamés,,
Surkoreyeon,Noun,Corea del Sur,,
Surkoreyeon,Noun,"Sur Corea, Corea del Sur",,
Surkoreyiopaon,Noun,Surcoreano,,
Surkoreyiopaon,Noun,Surcoreano,,
Surpriseon,Noun,Sorpresa,,
Surprisideon,Adjective,Sorpresivo,,
Surprisin,Adverb,"Sorpresivamente, de sorpresa",,
Surprisirian,Verb,Sorprender,,
Sushiyeon,Noun,Sushi,,
Suteon,Noun,Sexo,,
Sutideon,Adjective,Sexual,,
Sutirian,Verb,"Hacer el sexo, tirar",,
Sutubolaeneon,Noun,Provocación,,
Sutubolaenideon,Adjective,"Provocativo, provocador",,
Sutubolaenirian,Verb,Provocar,,
T.E.,Noun,F.X. (efectos especiales),,
Tabuleon,Noun,Tabla,"De madera, física",Tabul
Tadashasneon,Noun,Corrección,,
Tadashasnideon,Adjective,Corrector,,
Tadashatseon,Noun,Reformatorio,,
Tadashideon,Adjective,Correcto,,
Tadashirian,Verb,Corregir,,
Tadashofeon,Noun,Corrector,,
Tadirian,Verb,"Pararse, ponerse de pie",,
Tahnateon,Noun,Simbolismo,,
Tahneon,Noun,Símbolo,,
Tahnideon,Adjective,Simbólico,,
Tahningeon,Noun,Simbolización,,
Tahnirian,Verb,Simbolizar,,
Taibaneon,Noun,Taiwán,,
Taibaniopaon,Adjective,Taiwanés,,
Tailandeon,Noun,Tailandia,,
Tailandiopaon,Noun,Tailandés,,
Taisetsdaerasnirian,Verb,"Hinchar, inflar (la importancia)",,
Taisetseon,Noun,"Importancia, significancia",,
Taisetsideon,Adjective,"Importante, significante",,
Taisetsirian,Verb,Importar,,
Taiyeon,Noun,Confrontamiento,,
Taiyirian,Verb,Confrontar,,
Takayasneon,Noun,Encarecimiento,,
Takayasnirian,Verb,Encarecer,,
Takayeon,Noun,Costo,,
Takayideon,Adjective,"Costoso, caro",,
Takayirian,Verb,Costar,,
Takseon,Noun,Impuesto,,
Taksiyeon,Noun,Taxi,,
Taksiyudrabemaon,Noun,Taxista,,
Taksiyugonaribatseon,Noun,Aparcamiento de Taxis,,
Taksiyupretsotreon,Noun,Taxímetro,,
Takspayemaon,Noun,Contribuyente,,
Tal,Preposition,"Hacia, a",,
Taldakin,Adverb,Hacia atrás,,
Taldeon,Pronoun,"¿Adónde?, ¿Hacia dónde?",,"Tal,deon"
Taldes,Preposition,Adonde,,
Talgratadideon,Adjective,Agradable,,
Talgrateon,Noun,Agrado,,
Talgratirian,Verb,Agradar,,
Talkatseon,Noun,Chat,,
Talkirian,Verb,Charlar,,
Talkiuleon,Noun,Charlatán,,
Talkiulideon,Adjective,Charlatán,,
Talkudaeneon,Noun,Palabrería,,
Talkutirian,Verb,Parlotear,,
Tamasheon,Noun,Alma,,
Taneleon,Noun,Túnel,,
Tanelofageon,Noun,Topo,,
Tanelofeon,Noun,Tuneladora,,
Tanoshmeon,Noun,Disfrute,,
Tanoshmirian,Verb,Disfrutar,,
Tansakem,Noun,En busca de,,
Tansakemaon,Noun,Buscador,,
Tansakeon,Noun,Búsqueda,,
Tansakirian,Verb,Buscar,,
Targeon,Noun,"Objetivo, blanco",,
Targirian,Verb,Apuntar,,
Targofeon,Noun,Mira,,
Targuhitdistanseon,Noun,Alcance,,
Targuhiteon,Noun,Acierto,,
Targuhitirian,Verb,"Achuntar, acertar, dar en el blanco",,
Tari,Preposition,"Desde, de",,
Tarkrion?,Adverb,¿Desde cuándo?,,
Tartamirian,Verb,Enamorarse,,
Tartlumeon,Noun,Destello,,
Tartlumideon,Adjective,Destellante,,
Tartlumirian,Verb,Destellar,,
Tartyatinirian,Verb,(Empezar a) conocer,,Yatin
Tasformeon,Noun,Tiroides,,
Tasformideon,Adjective,Tiroideo,,
Tasheon,Noun,Bolsillo,,
Tashideon,Adjective,De bolsillo,,
Tashkomputofeon,Noun,Computador móvil,,
Tashlampeon,Noun,Linterna,,
Tashmemorofeon,Noun,Memoria USB,,
Tashratsfoneon,Noun,"Teléfono móvil, celular",,
Taskrideon,Adjective,Reciente,,
Taskrin,Adverb,"Recién, recientemente",,
Tasteon,Noun,Gusto (sentido),,
Tastirian,Verb,Degustar,,Tast
Tateon,Noun,Escudo,,
Tauemeon,Noun,Delantera,,
Tauin,Adverb,"Delante, adelante",,
Taukaosemeon,Noun,Protector,,
Taukaoseon,Noun,"Protección, resguardo",,
Taukaosideon,Adjective,Protector,,
Taukaosirian,Verb,"Proteger, resguardar",,
Taulk,Preposition,"Delante de, en frente de",,
Taulkparteon,Noun,Frente,,
Taumofasirian,Verb,Adelantarse,,
Taupartideon,Adjective,Frontal,,
Tayeon,Noun,Atadura,,
Tayikistaneon,Noun,Tayikistán,,
Tayikistaniomeon,Noun,Tayiko,,
Tayikistaniopaon,Noun,Tayiko,,
Tayirian,Verb,"Atar, ligar",,
Te-chemiseon,Noun,Camiseta,,
Tebeon,Noun,"Televisión, TV, televisor",,
Tebideon,Adjective,Televisivo,,
Tebirian,Verb,Ver la televisión,,
Tebleon,Noun,Mesa,,
Teikirian,Verb,Tomar,,
Teikofeon,Noun,Tenazas,,
Teiringatseon,Noun,"Residencia, morada",,
Teiringeon,Noun,Permanencia,,
Teiririan,Verb,"Quedarse, permanecer, mantenerse (estado)",,
Tek,Pronoun,Diez,,
Tekan,Adjective,Décimo,,
Tekdeon,Noun,Granada,,
Tekmonateon,Noun,Octubre,,
Telreon,Noun,Plato,,
Tempeon,Noun,"Clima, tiempo atmosférico",,
Temperneon,Noun,Climatología,,
Tempernideon,Noun,Climatológico,,
Tendeon,Noun,"Carpa, tienda (de campaña)",,
Tendupeon,Noun,Campamento,,
Tenisatseon,Noun,Cancha de tenis,,
Tenisemaon,Noun,Tenista,,
Teniseon,Noun,Tenis,,
Tenkateon,Noun,Gratitud,,
Tenkeon,Noun,Agradecimiento,,
Tenki,Preposition,Gracias a,,
Tenkideon,Verb,Agradecido,,
Tenkio,Interjection,Gracias,,
Tenkirian,Verb,Agradecer,,
Tenkudiyeon,Noun,Día de acción de gracias,,
Tepaftutepin,Adverb,Paso a paso,,
Tepeon,Noun,"Paso, fase (parte de un proceso)",,
Tepupeon,Noun,Proceso (conjunto de pasos),,
Terneon,Noun,Terminación,,
Ternideon,Adjective,Terminal,,
Ternirian,Verb,Terminar,,
Teshemaon,Noun,Voluntario,,
Tesheon,Noun,Voluntariado,,
Teshideon,Adjective,Voluntario,,
Tespeon,Noun,Paso,,
Tespirian,Verb,Caminar,,
Tespubanchofeon,Noun,"Podómetro, cuentapasos",,
Testeon,Noun,"Prueba, intento",,
Testirian,Verb,"Probar, intentar, procurar",,
Teyineon,Noun,"Proceso, procesamiento",,
Teyinin,Adverb,En proceso,,
Teyinirian,Verb,Procesar,,
Tiburón,Noun,Tiburón,,
Tifeon,Noun,Profundidad,,
Tifideon,Adjective,"Profundo, hondo",,
Tifirian,Verb,"Profundizar, ahondar",,
Tikileon,Noun,Temblor,,
Tikilideon,Adjective,Tembloroso,,
Tikilirian,Verb,Temblar,,
Tikseon,Noun,Palo,,
Til,Preposition,Hasta,,
Tildeon?,Adverb,¿Hasta dónde?,,"Til,deon"
Tilkrion?,Adverb,¿Hasta cuándo?,,
Tipeon,Noun,Tipo,,
Tipideon,Adjective,Típico,,
Tisaon,Noun,Tío o tía,,
Tisteon,Noun,Tristeza,,
Tistideon,Adjective,Triste,,
Tistirian,Verb,Entristecer,,
Tobaleon,Noun,Toalla,,
Tobetsideon,Adjective,Especial,,
Tokadideon,Adjective,Tocable,,
Tokalkeon,Noun,Roce,,
Tokaribadideon,Adjective,Alcanzable,,
Tokaribirian,Verb,Alcanzar,,
Tokekirian,Verb,Rozar,,
Tokeon,Noun,Toque,,
Tokingeon,Noun,Tacto,,
Tokirian,Verb,Tocar,,
Tolstasneon,Noun,Engrosamiento,,
Tolstasnirian,Verb,Engrosar,,
Tolsteon,Noun,Grosor,,
Tolstideon,Noun,Grueso,,
Tolstufumeon,Noun,Negrita,,
Tolstulisamideon,Noun,Corpulento,,
Tomateon,Noun,Tomate,,
Tomatomachkeon,Noun,Salsa de tomate,,
Toneleon,Noun,Tonelada,,
Toneon,Noun,Tono,,
Tordakbeon,Noun,Remolino,,
Tordeon,Noun,"Vuelta, giro",,
Tordingeon,Noun,Rotación,,
Tordirian,Verb,"Girar, rotar",,
Tordubareon,Noun,Torniquete,,
Tordupordeon,Noun,Puerta giratoria,,
Toteon,Noun,Totalidad,,
Totideon,Adjective,Total,,
Toyatseon,Noun,Lugar de votación,,
Toyeon,Noun,Voto,,
Toyingeon,Noun,Votación,,
Toyirbupeon,Noun,Electorado,,
Toyirian,Verb,Votar,,
Toyofeon,Noun,Papeleta de votación,,
Toyofonteon,Noun,Urna,,
Traheon,Noun,Traje,,
Trainendeon,Noun,Transbordo,,
Trainendirian,Verb,Transbordar,,
Traineon,Noun,Tren,,
Tranchemeon,Noun,Filo,,
Trancheon,Noun,Corte,,
Tranchirian,Verb,Cortar,,
Tranchofeon,Noun,Cuchillo,,
Tratirian,Verb,Perderse,,
Tre,Adjective,Tres,,
Trean,Adjective,Tercero,,
Tremonateon,Noun,Marzo,,
Tricheon,Noun,"Truco (engaño, ilusión)",,
Trikeon,Noun,Truco (movimiento),,
Trokeon,Noun,Sequedad,,
Trokideon,Adjective,Seco,,
Trokirian,Verb,Secar,,
Trokplantupeon,Noun,Herbario,,
Trokuklinatseon,Noun,Tintorería,,
Trokukroneon,Noun,Sequía,,
Trokumideon,Adjective,Reseco,,
Trokumirian,Verb,Resecar,,
Tsenemeon,Noun,Objeto de valor,,
Tseneon,Noun,Valor,,
Tsenideon,Adjective,"Valioso, precioso",,
Tsenirian,Verb,Valer,,
Tsingibereon,Noun,Jengibre,,Tsingiber
Tubeleon,Noun,Tobillo,,
Tubereon,Noun,Confirmación,,
Tuberirian,Verb,Confirmar,,
Tubi,Conjunction,Si,,
Tubireon,Noun,Panorama,,
Tubirideon,Adjective,Panorámico,,
Tuchos,"Adjective, Pronoun","Ambos, los dos",,
Tuchosgechlektiuleon,Noun,Bisexualidad,,
Tuchosgechlektiulideon,Adjective,Bisexual,,
Tuchoshanideon,Adjective,Ambidiestro,,
Tuhalkeon,Noun,Pañuelo,,
Tuheon,Noun,"Paño, trapo",,
Turkeon,Noun,Turquía,,
Turkiomeon,Noun,Turco,,
Turkiopaon,Noun,Turco,,
Turkmenistaneon,Noun,Turkmenistán,,
Turkmenistaniomeon,Noun,Turcomano,,
Turkmenistaniopaon,Noun,Turcomano,,
Turniketeon,Noun,Torniquete,,
Tutamerikideon,Adjective,Panamericano,,
Tutaon,Noun,"Todos, todo",Persona,Tut
Tuteon,Noun,"Totalidad, todo",,
Tutideon,Adjective,"Entero, completo, todo",,
Tutifosin,Adverb,Siempre,,"Tut,fos"
Tutin,Adverb,"Enteramente, completamente, totalmente",,
Tutipats,Adverb,"En todas partes, por todas partes, dondequiera, en todos lados",,"Tut,pats"
Tutsenteon,Noun,Consentimiento,,
Tutsentideon,Adjective,Consensual,,
Tutsentirian,Verb,Consentir,,
Tutukokorin,Adverb,De todo corazón,,
U.R. (Uanasniesidu Royupasnseon),Noun,Reinos Unidos,,
Uaeyeon,Noun,Emiratos Árabes Unidos,,
Uaeyiopaon,Noun,Emiratí,,
Ualdin,Adverb,Mientras,,
Ualdo,Conjunction,Mientras,,
Uan,Adjective,Uno,,
Uan-tekmonateon,Noun,Noviembre,,
Uanan,Adjective,Primero,,
Uanangipasirideon,Adjective,Primogénito,,
Uanasneon,Noun,Unificación,,
Uanasnirian,Verb,"Unificar, unir",,
Uanateon,Noun,Unidad,,
Uanformeon,Noun,Uniformidad,,
Uanformideon,Adjective,Uniforme,,
Uanideon,Adjective,Unitario,,
Uaningeon,Noun,Unión,,
Uanmonateon,Noun,Enero,,
Uaroyeon,Noun,Reino Unido,,
Uaroyideon,Adjective,Británico,,
Uaroyiopaon,Noun,Británico,,
Ubayemaon,Noun,Vigilante,,
Ubayeon,Noun,Vigilancia,,
Ubayirian,Verb,Vigilar,,
Uchastokeon,Noun,Sección,,
Uchastokirian,Verb,Seccionar,,
Uchbildemaon,Noun,Entrenador,,"Uchbild,em"
Uchbildeon,Noun,Entrenamiento,,Uchbild
Uchbildirian,Verb,Entrenar,,Uchbild
Uchelatseon,Noun,Aviario,,
Ucheleon,Noun,"Pájaro, ave",,
Uchelideon,Adjective,"Aviar, aviario",,
Ucheliteon,Noun,"Polluelo, pajarillo",,
Uchelnamnemeon,Noun,Avivoro,,
Uchelupeon,Noun,Bandada,,
Ucheon,Noun,Golpe,,
Uchirian,Verb,Golpear,,
Uchumirian,Verb,Aporrear,,
Uenaeneon,Noun,Distribución,,
Uenaenirian,Verb,Distribuir,,
Ueneon,Noun,Separación (a distintos destinos),,
Uenirian,Verb,Separar (a distintos destinos),,
Uguageon,Noun,Chaqueta,,
Ukaneon,Noun,Espacio (astronomía),,
Ukanideon,Adjective,Espacial,,
Ukayeon,Noun,Reino Unido,,
Ukayideon,Adjective,Británico,,
Ukayiopaon,Noun,Británico,,
Ukemaon,Noun,Receptor,,
Ukeon,Noun,Recepción,,
Ukirbeon,Noun,Destinatario,,
Ukirian,Verb,"Recibir, acoger",,
Ukofeon,Noun,Receptor,,
Ukraneon,Noun,Ucrania,,
Ukranideon,Adjective,Ucraniano,,
Ukraniopaon,Noun,Ucraniano,,
Ukuplatseon,Noun,Sala de recepción,,
Ulchemaon,Noun,"Aviador, piloto",,
Ulcheon,Noun,Aviación,,
Ulchirian,Noun,Volar (avión),,
Ulchofbarkeon,Noun,Portaaviones,,
Ulchofeon,Noun,Avión,,
Umenyeradeon,Noun,Adaptabilidad,,
Umenyeradideon,Adjective,Adaptable,,
Umenyereon,Noun,Adaptación,,
Umenyeririan,Verb,Adaptar,,
Umenyerofeon,Noun,Adaptador,,
Umilakbeon,Noun,Agua de mar,,
Umileon,Noun,Mar,,
Umileyeon,Noun,"Costa, litoral",,
Umileyideon,Adjective,Costero,,
Umileyuhilmansestradeon,Noun,Costanilla,,
Umilideon,Adjective,Marítimo,,
Umilmansestradeon,Noun,Paseo marítimo,,
Umilmirgeon,Noun,Milla náutica,,
Un,Preposition,En,,
Undosenshagdeon,Noun,Atletismo,,Agd
Undosenshemaon,Noun,Atleta,,
Undosenshideon,Adjective,Atlético,,
Unmeyeon,Noun,Destino,,
Unmeyirian,Verb,Destinar,,
Unpudlafeon,Noun,Adposición,,
Untekdinemaon,Noun,Mayordomo,,
Untekestradeon,Noun,Avenida,,
Untekfumeon,Noun,Mayúsculas,,
Untekideon,Adjective,Principal,,
Unteklandeon,Noun,Continente,,
Unteklandideon,Noun,Continental,,
Untekpartin,Adverb,En su mayor parte,,
Untekraheremaon,Noun,Primer Ministro,,
Unteksorgemaon,Noun,Coordinador,,
Unuasniesidu arabidu emirpasnseon,Noun,E.A.U.,,
Uobirian,Verb,Inclinar la cabeza,,
Upateon,Noun,Pandereta,,Upat
Upediyeon,Noun,Jueves,,
Upsageon,Noun,Pifia,,
Upsasnideon,Adjective,Engañoso,,
Upsasnirian,Verb,Engañar,,
Upseon,Noun,"Error, equivocación",,
Upsideon,Adjective,"Equivocado, errado",,
Upsin,Adverb,Erróneamente,,
Upsirian,Verb,"Equivocar, errar",,
Upsiulideon,Adjective,Falible,,
Uratseon,Noun,"Negocio, tienda, almacén",,
Uratsupeon,Noun,Centro Comercial,,
Uremaon,Noun,"Vendedor, comerciante",,
Ureon,Noun,Venta,,
Urideon,Adjective,"Comercial, mercantil",,
Uririan,Verb,Vender,,
Urofeon,Noun,Máquina expendedora,,
Urseon,Noun,Oso,,
Ursiteon,Noun,Osezno,,
Urtebleon,Noun,Mostrador,,
Uruguayeon,Noun,Uruguay,,
Uruguayiopaon,Noun,Uruguayo,,
Usadideon,Adjective,"Usable, utilizable",,
Usadirian,Verb,Servir,,
Usayeon,Noun,"Estados Unidos, América, EEUU",,
Usayideon,Adjective,"Americano, estadounidense",,
Usayiopaon,Noun,"Americano, estadounidense",,
Usbekistaneon,Noun,Uzbekistán,,
Usbekistaniomeon,Noun,Uzbeko,,
Usbekistaniopaon,Noun,"Uzbeco, uzbeko",,
Usemaon,Noun,Usuario,,
Usemeon,Noun,Utensilio,,
Useon,Noun,Uso,,
Ushtarakambreon,Noun,Efectivo,,
Ushtarakandeon,Noun,"Caudillo, líder militar",,
Ushtarakbarkeon,Noun,Buque de guerra,,
Ushtarakemupambreon,Noun,Soldado,,
Ushtarakemupeon,Noun,Ejército,,
Ushtarakfangiesemaon,Noun,Prisionero de guerra,,
Ushtarakideon,Adjective,"Militar, bélico",,
Ushtarakpauseon,Noun,Tregua,,
Ushtarakugreleon,Noun,Guerra,,
Usingeon,Noun,Utilización,,
Usirian,Verb,"Usar, utilizar",,
Usumideon,Adjective,Concurrido,,
Utabekirian,Verb,"Tararear, canturrear",,
Utabemeon,Noun,"Cantante, cantor",,
Utabeon,Noun,Canción,,
Utabingeon,Noun,Canto,,
Utabirian,Verb,Cantar,,
Utabupeon,Noun,Cancionero,,
Uteon,Noun,"Costumbre, hábito",,
Utideon,Adjective,"Usual, habitual",,
Utin,Adverb,"Usualmente, habitualmente",,
Utirian,Verb,"Acostumbrarse, habituarse",,
Utsemaon,Noun,Tirador,,
Utsemeon,Noun,"Proyectil, bala",,
Utseon,Noun,"Disparo, tiro",,
Utsirian,Verb,"Disparar, tirar",,
Utsofageon,Noun,Cañón,,
Utsofeon,Noun,Arma de fuego,,
Utsumeon,Noun,Tiroteo,,
Utsumirian,Verb,Tirotear,,
Yaen,Preposition,Tan,,
Yaenideon,Adjective,Tanto,,
Yaenin,Adverb,"Tan, tanto",,
Yagemeon,Noun,Cazador,,
Yageon,Noun,"Caza, cacería",,
Yagirian,Verb,Cazar,,
Yaguhitofeon,Noun,Escopeta,,
Yagukaneon,Noun,Perro de caza,,
Yaktikseon,Noun,"Palo para quemar, incienso",,"Yak,tiks"
Yamaheon,Noun,Falda,,
Yamahin,Adverb,Cuesta abajo,,
Yamalkeon,Noun,Colina,,
Yamareon,Noun,Pico,De montaña,
Yamarin,Adverb,Cuesta arriba,,
Yameon,Noun,Montaña,,
Yamideon,Adjective,Montañoso,,
Yamupeon,Noun,Cordillera,,
Yanpalkeon,Noun,Brinco,,
Yanpekirian,Verb,Brincar,,
Yanpeon,Noun,Salto,,
Yanpeskareon,Noun,Jumpscare,,
Yanpirian,Verb,Saltar,,
Yanputebleon,Noun,"Trampolín, cama saltarina",,
Yanuarmonateon,Noun,Enero,,
Yaoshirian,Verb,Cerrar con llave,,
Yaoshloheon,Noun,Ojo de cerradura,,
Yaoshofeon,Noun,Llave,,
Yaoshofupeon,Noun,Manojo de llaves,,
Yaoshunteon,Noun,"Casillero, caja fuerte",,
Yardieneon,Noun,Siglo,,
Yardienideon,Adjective,Secular,,
Yareon,Noun,Año,,
Yarideon,Adjective,Anual,,
Yarmireon,Noun,Milenio,,
Yartekeon,Noun,Década,,
Yaseon,Noun,Salvajismo,,
Yasideon,Adjective,Salvaje,,
Yatiniesideon,Adjective,Conocido,,
Yatiniesumideon,Adjective,Reconocido,,
Yatinirian,Verb,Conocer,,
Yaukeon,Noun,Piso,,
Yek,Adverb,Sí,,
Yekeon,Noun,Afirmación,,
Yekirian,Verb,"Afirmar, asentir",,
Yelasnirian,Verb,Congelar (agua),,
Yelbrekofeon,Noun,Rompehielos,,
Yelekeon,Noun,Chaleco,,
